Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
34,No,Travel_Rarely,Research & Development,2,Life Sciences,1,579,4,Male,Research Scientist,3,Divorced,2768,3,No,14,3,7,5
46,No,Travel_Rarely,Sales,10,Marketing,1,580,3,Female,Sales Executive,4,Married,9071,2,Yes,15,3,3,1
31,No,Travel_Rarely,Research & Development,9,Life Sciences,1,581,3,Male,Manufacturing Director,2,Divorced,10648,1,No,13,4,13,0
33,Yes,Travel_Rarely,Research & Development,15,Medical,1,582,2,Male,Manager,3,Married,13610,7,Yes,15,4,7,7
33,Yes,Travel_Rarely,Research & Development,10,Medical,1,584,1,Male,Laboratory Technician,4,Divorced,3408,7,No,8,3,4,1
30,No,Travel_Rarely,Sales,7,Marketing,1,585,4,Male,Sales Representative,2,Single,2983,0,No,4,3,3,1
35,No,Travel_Rarely,Research & Development,16,Life Sciences,1,586,4,Male,Healthcare Representative,3,Married,7632,4,Yes,10,3,8,0
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,587,1,Male,Healthcare Representative,3,Married,9824,3,No,12,3,1,0
34,Yes,Travel_Frequently,Human Resources,23,Human Resources,1,590,2,Female,Human Resources,1,Divorced,9950,9,Yes,11,3,3,0
42,No,Travel_Frequently,Research & Development,5,Other,1,591,2,Male,Laboratory Technician,3,Married,2093,4,No,8,3,2,2
36,No,Non-Travel,Sales,10,Medical,1,592,2,Male,Sales Executive,4,Single,9980,1,No,10,2,10,9
22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,1,593,3,Male,Laboratory Technician,3,Single,3894,5,No,4,3,2,1
48,No,Travel_Rarely,Sales,2,Marketing,1,595,2,Female,Sales Executive,4,Married,4051,2,No,14,3,9,6
55,No,Travel_Rarely,Sales,18,Life Sciences,1,597,1,Female,Manager,2,Single,16835,3,No,37,3,10,7
41,No,Non-Travel,Sales,10,Life Sciences,1,599,4,Male,Sales Executive,4,Single,6230,7,No,16,3,14,1
35,No,Travel_Rarely,Sales,1,Marketing,1,600,2,Male,Sales Executive,3,Married,4717,9,No,15,3,11,6
40,No,Travel_Rarely,Research & Development,6,Life Sciences,1,601,2,Female,Manufacturing Director,3,Single,13237,7,No,22,3,20,5
39,No,Travel_Frequently,Research & Development,8,Life Sciences,1,602,3,Female,Laboratory Technician,3,Married,3755,1,No,8,3,8,0
31,No,Travel_Rarely,Sales,2,Life Sciences,1,604,2,Male,Sales Executive,4,Single,6582,4,Yes,10,4,6,0
42,No,Travel_Rarely,Research & Development,24,Medical,1,605,4,Male,Manufacturing Director,1,Married,7406,1,Yes,10,2,10,5
45,No,Travel_Rarely,Sales,2,Other,1,606,4,Male,Sales Executive,2,Married,4805,0,No,9,4,8,3
26,Yes,Travel_Frequently,Human Resources,17,Life Sciences,1,608,2,Female,Human Resources,3,Divorced,2741,0,Yes,8,2,7,1
29,No,Travel_Rarely,Research & Development,19,Technical Degree,1,611,4,Male,Manufacturing Director,4,Divorced,4262,4,No,8,4,3,1
33,No,Travel_Rarely,Research & Development,1,Medical,1,612,1,Female,Research Director,3,Divorced,16184,4,No,10,3,6,0
31,No,Travel_Rarely,Sales,7,Life Sciences,1,613,3,Male,Manager,4,Divorced,11557,9,No,10,2,5,0
18,Yes,Travel_Frequently,Sales,5,Marketing,1,614,2,Male,Sales Representative,2,Single,1878,1,Yes,0,3,0,0
40,No,Non-Travel,Sales,28,Other,1,615,3,Male,Sales Executive,1,Divorced,10932,3,No,20,3,1,0
41,No,Non-Travel,Research & Development,2,Other,1,616,1,Female,Healthcare Representative,3,Single,6811,2,Yes,10,3,8,0
26,No,Travel_Rarely,Sales,29,Medical,1,618,1,Male,Sales Executive,3,Divorced,4306,5,No,8,3,0,0
35,No,Travel_Rarely,Sales,1,Medical,1,620,1,Female,Sales Executive,3,Single,4859,1,No,5,3,5,0
34,No,Travel_Rarely,Sales,21,Life Sciences,1,621,4,Male,Sales Executive,4,Single,5337,1,No,10,3,10,5
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,1,622,3,Male,Laboratory Technician,4,Single,2340,1,Yes,1,1,1,0
37,No,Travel_Rarely,Research & Development,1,Technical Degree,1,623,2,Female,Manufacturing Director,4,Single,7491,4,No,12,4,6,1
46,No,Travel_Frequently,Research & Development,18,Medical,1,624,1,Female,Healthcare Representative,3,Married,10527,5,No,28,2,2,1
41,No,Travel_Rarely,Sales,2,Life Sciences,1,625,2,Female,Manager,1,Married,16595,7,No,22,3,18,11
37,No,Non-Travel,Sales,9,Medical,1,626,1,Male,Sales Executive,2,Divorced,8834,1,No,9,3,9,7
52,No,Travel_Rarely,Research & Development,6,Technical Degree,1,630,4,Male,Research Scientist,1,Divorced,5577,3,Yes,18,3,10,6
32,Yes,Non-Travel,Sales,11,Other,1,631,4,Male,Sales Executive,3,Married,4707,8,No,6,3,4,1
24,No,Travel_Frequently,Sales,24,Medical,1,632,4,Male,Sales Representative,4,Married,2400,0,No,3,3,2,2
38,No,Travel_Rarely,Research & Development,10,Medical,1,634,3,Female,Healthcare Representative,3,Married,9824,3,No,18,3,1,0
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,635,2,Female,Manufacturing Director,2,Married,6447,6,No,8,2,6,4
49,No,Travel_Rarely,Research & Development,18,Life Sciences,1,638,4,Male,Research Director,3,Divorced,19502,1,Yes,31,3,31,0
24,No,Travel_Rarely,Research & Development,23,Medical,1,639,2,Male,Research Scientist,4,Married,2725,1,Yes,6,3,6,1
26,No,Travel_Rarely,Sales,28,Marketing,1,641,1,Male,Sales Executive,2,Married,6272,1,No,6,4,5,1
24,No,Travel_Rarely,Research & Development,17,Other,1,643,4,Male,Laboratory Technician,2,Married,2127,1,No,1,3,1,0
50,No,Travel_Frequently,Human Resources,3,Medical,1,644,1,Male,Manager,2,Married,18200,1,No,32,3,32,10
25,No,Travel_Rarely,Sales,13,Medical,1,645,2,Male,Sales Representative,3,Married,2096,1,No,7,3,7,0
24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,647,1,Female,Laboratory Technician,3,Married,2886,1,Yes,6,3,6,1
30,Yes,Travel_Frequently,Sales,12,Life Sciences,1,648,2,Male,Sales Representative,1,Married,2033,1,No,1,4,1,0
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,649,2,Male,Research Scientist,4,Married,3622,1,Yes,6,3,6,1
31,Yes,Travel_Rarely,Sales,13,Medical,1,650,2,Male,Sales Executive,1,Divorced,4233,2,No,9,1,3,1
35,No,Travel_Rarely,Research & Development,25,Other,1,652,1,Male,Laboratory Technician,4,Single,3681,4,No,9,3,3,0
31,No,Travel_Rarely,Sales,6,Medical,1,653,1,Male,Sales Executive,4,Divorced,5460,4,No,13,4,7,5
27,No,Travel_Rarely,Research & Development,6,Medical,1,655,1,Female,Research Scientist,3,Divorced,2187,0,No,6,2,5,0
37,No,Travel_Rarely,Sales,2,Marketing,1,656,4,Male,Sales Executive,3,Married,9602,4,Yes,17,2,3,1
20,No,Travel_Rarely,Research & Development,1,Life Sciences,1,657,4,Female,Research Scientist,2,Single,2836,1,No,1,4,1,0
42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,659,3,Female,Healthcare Representative,4,Married,4089,1,No,10,3,10,2
43,No,Travel_Rarely,Research & Development,6,Other,1,661,2,Male,Research Director,4,Divorced,16627,4,Yes,21,2,1,0
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,662,3,Female,Research Scientist,1,Single,2619,3,No,8,2,0,0
43,No,Travel_Frequently,Research & Development,9,Medical,1,663,4,Male,Laboratory Technician,3,Divorced,5679,3,Yes,10,3,8,4
48,No,Travel_Rarely,Research & Development,1,Life Sciences,1,664,4,Female,Manager,1,Married,15402,7,No,21,1,3,0
44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,665,1,Female,Human Resources,3,Single,5985,4,No,10,4,2,0
34,No,Travel_Rarely,Sales,14,Technical Degree,1,666,3,Female,Sales Representative,3,Divorced,2579,1,Yes,8,3,8,0
27,Yes,Travel_Rarely,Sales,2,Marketing,1,667,3,Male,Sales Representative,1,Divorced,3041,0,No,5,3,4,0
21,No,Travel_Rarely,Sales,22,Technical Degree,1,669,3,Male,Sales Representative,3,Single,3447,1,No,3,3,3,1
44,No,Travel_Rarely,Research & Development,3,Other,1,671,4,Male,Manager,4,Married,19513,4,Yes,26,4,2,0
22,No,Travel_Rarely,Research & Development,6,Medical,1,675,1,Male,Research Scientist,3,Married,2773,0,No,3,3,2,2
33,No,Travel_Rarely,Sales,8,Marketing,1,677,3,Male,Sales Executive,3,Divorced,7104,0,No,6,3,5,1
32,No,Travel_Rarely,Research & Development,9,Life Sciences,1,679,1,Female,Research Scientist,4,Married,6322,1,Yes,6,2,6,0
30,No,Travel_Frequently,Research & Development,3,Medical,1,680,3,Female,Research Scientist,3,Divorced,2083,1,No,1,3,1,0
53,No,Travel_Rarely,Sales,1,Medical,1,682,4,Female,Sales Executive,1,Single,8381,7,No,18,4,14,8
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,683,2,Male,Research Scientist,4,Married,2691,1,No,10,2,10,8
45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,684,1,Female,Sales Executive,1,Married,4286,2,No,5,3,1,0
26,No,Travel_Rarely,Research & Development,6,Life Sciences,1,686,3,Female,Laboratory Technician,4,Married,2659,1,Yes,3,3,3,0
37,No,Travel_Rarely,Research & Development,3,Other,1,689,3,Male,Manufacturing Director,3,Married,9434,1,No,10,3,10,7
29,No,Travel_Rarely,Sales,3,Medical,1,690,2,Female,Sales Executive,3,Married,5561,1,No,6,2,6,1
35,No,Travel_Rarely,Research & Development,6,Life Sciences,1,691,2,Male,Research Scientist,4,Single,6646,1,No,17,3,17,11
33,No,Travel_Frequently,Research & Development,6,Life Sciences,1,692,3,Male,Healthcare Representative,4,Divorced,7725,3,No,15,1,13,4
54,No,Travel_Rarely,Human Resources,19,Medical,1,698,3,Male,Human Resources,2,Married,10725,2,No,16,4,9,7
36,No,Travel_Rarely,Research & Development,9,Medical,1,699,2,Male,Manufacturing Director,2,Divorced,8847,2,Yes,13,3,3,0
27,No,Travel_Rarely,Research & Development,3,Medical,1,700,1,Male,Research Scientist,4,Single,2045,0,No,5,3,4,1
20,Yes,Travel_Rarely,Research & Development,10,Medical,1,701,4,Male,Research Scientist,3,Single,1009,1,Yes,1,3,1,1
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,702,1,Male,Research Scientist,1,Single,3348,1,Yes,10,3,10,9
35,No,Non-Travel,Research & Development,3,Life Sciences,1,704,3,Male,Laboratory Technician,3,Married,1281,1,No,1,3,1,0
23,No,Travel_Rarely,Research & Development,4,Medical,1,705,1,Male,Research Scientist,1,Married,2819,2,No,5,4,3,0
25,No,Travel_Rarely,Sales,8,Life Sciences,1,707,4,Male,Sales Executive,2,Married,4851,0,No,4,3,3,1
38,No,Travel_Rarely,Sales,7,Marketing,1,709,4,Female,Sales Executive,4,Single,4028,0,No,8,3,7,0
29,No,Travel_Frequently,Research & Development,1,Life Sciences,1,710,2,Male,Research Scientist,4,Divorced,2720,1,No,10,3,10,2
48,No,Travel_Rarely,Sales,2,Marketing,1,712,2,Male,Sales Executive,2,Married,8120,3,No,12,3,2,2
27,No,Travel_Frequently,Sales,3,Medical,1,714,4,Female,Sales Executive,4,Divorced,4647,1,Yes,6,3,6,0
37,No,Travel_Rarely,Research & Development,10,Life Sciences,1,715,4,Male,Research Scientist,4,Single,4680,3,No,4,3,1,0
50,No,Travel_Rarely,Research & Development,28,Medical,1,716,4,Male,Laboratory Technician,3,Married,3221,1,Yes,20,3,20,3
34,No,Travel_Rarely,Research & Development,9,Medical,1,717,4,Female,Healthcare Representative,2,Single,8621,1,No,9,4,8,7
24,Yes,Travel_Rarely,Sales,3,Life Sciences,1,720,1,Female,Sales Executive,3,Single,4577,9,No,4,3,2,2
39,No,Travel_Rarely,Research & Development,2,Technical Degree,1,721,4,Female,Healthcare Representative,3,Single,4553,1,No,20,3,20,11
32,No,Travel_Rarely,Sales,10,Marketing,1,722,4,Male,Sales Executive,4,Single,5396,1,No,10,2,10,0
50,Yes,Travel_Frequently,Sales,8,Technical Degree,1,723,2,Male,Sales Executive,3,Married,6796,3,Yes,18,3,4,1
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,724,2,Female,Healthcare Representative,4,Single,7625,0,No,10,2,9,1
27,No,Travel_Rarely,Research & Development,1,Life Sciences,1,725,3,Female,Manufacturing Director,1,Married,7412,1,No,9,3,9,0
32,No,Travel_Rarely,Research & Development,3,Life Sciences,1,727,3,Female,Research Director,4,Single,11159,3,No,10,3,7,7
47,No,Travel_Rarely,Sales,14,Marketing,1,728,4,Male,Sales Executive,1,Single,4960,2,No,20,3,7,1
40,No,Travel_Frequently,Sales,5,Life Sciences,1,729,4,Male,Sales Executive,1,Married,10475,5,Yes,20,3,18,1
53,No,Travel_Rarely,Research & Development,7,Life Sciences,1,730,3,Male,Research Director,3,Married,14814,3,No,32,3,5,1
41,No,Travel_Rarely,Human Resources,10,Human Resources,1,731,2,Male,Manager,4,Divorced,19141,3,No,23,2,21,12
60,No,Travel_Rarely,Sales,16,Marketing,1,732,1,Male,Sales Executive,1,Single,5405,8,No,10,3,2,2
27,No,Travel_Frequently,Research & Development,10,Life Sciences,1,733,4,Male,Manufacturing Director,1,Divorced,8793,1,No,9,2,9,1
41,No,Travel_Rarely,Human Resources,1,Human Resources,1,734,4,Male,Manager,3,Married,19189,1,No,22,3,22,2
50,No,Travel_Rarely,Sales,8,Marketing,1,738,4,Male,Sales Representative,2,Married,3875,7,No,4,3,2,2
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,741,1,Female,Research Scientist,2,Single,2216,7,Yes,10,3,7,3
36,No,Non-Travel,Research & Development,8,Life Sciences,1,742,1,Female,Research Director,1,Married,11713,9,No,10,3,8,0
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,743,3,Female,Manufacturing Director,3,Single,7861,4,Yes,10,4,1,0
44,No,Non-Travel,Research & Development,24,Medical,1,744,1,Male,Laboratory Technician,3,Single,3708,2,No,9,3,5,1
47,No,Travel_Frequently,Sales,3,Medical,1,746,4,Female,Sales Executive,3,Divorced,13770,9,Yes,28,2,22,11
30,No,Travel_Rarely,Sales,27,Marketing,1,747,3,Male,Sales Executive,4,Divorced,5304,7,No,10,2,8,7
29,No,Travel_Rarely,Sales,10,Life Sciences,1,749,3,Male,Sales Representative,3,Single,2642,1,No,1,3,1,0
42,Yes,Travel_Frequently,Research & Development,19,Medical,1,752,3,Male,Research Scientist,3,Divorced,2759,6,Yes,7,3,2,2
43,No,Travel_Frequently,Sales,15,Life Sciences,1,754,4,Male,Sales Executive,4,Married,6804,3,No,7,3,2,2
34,No,Travel_Rarely,Research & Development,8,Medical,1,757,2,Female,Healthcare Representative,3,Single,6142,3,No,10,3,5,4
23,No,Travel_Rarely,Research & Development,9,Medical,1,758,2,Male,Laboratory Technician,1,Married,2500,1,No,5,4,4,0
39,No,Travel_Rarely,Human Resources,3,Human Resources,1,760,3,Female,Human Resources,2,Married,6389,9,No,12,1,8,3
56,No,Travel_Rarely,Research & Development,9,Medical,1,762,3,Male,Healthcare Representative,4,Married,11103,7,No,30,2,10,1
40,No,Travel_Rarely,Research & Development,2,Medical,1,763,4,Female,Research Scientist,4,Single,2342,0,Yes,5,2,4,2
27,No,Travel_Rarely,Research & Development,7,Medical,1,764,4,Female,Healthcare Representative,1,Single,6811,8,No,9,1,7,0
29,No,Travel_Rarely,Sales,10,Marketing,1,766,4,Male,Sales Representative,2,Divorced,2297,1,No,2,3,2,2
53,No,Travel_Rarely,Research & Development,6,Life Sciences,1,769,4,Male,Laboratory Technician,4,Single,2450,2,No,19,3,2,2
35,No,Non-Travel,Research & Development,2,Life Sciences,1,771,4,Female,Healthcare Representative,1,Divorced,5093,2,No,16,4,1,0
32,No,Travel_Frequently,Research & Development,24,Life Sciences,1,772,1,Male,Laboratory Technician,4,Married,5309,1,No,10,3,10,4
38,No,Travel_Rarely,Research & Development,2,Medical,1,773,4,Male,Research Scientist,3,Married,3057,6,Yes,6,1,1,0
34,No,Travel_Rarely,Research & Development,8,Life Sciences,1,775,2,Female,Manufacturing Director,1,Divorced,5121,3,No,7,3,0,0
52,No,Travel_Rarely,Sales,3,Marketing,1,776,3,Male,Manager,1,Married,16856,1,No,34,4,34,1
33,Yes,Travel_Rarely,Research & Development,1,Other,1,780,4,Male,Research Scientist,4,Single,2686,1,Yes,10,2,10,7
25,No,Travel_Rarely,Sales,26,Medical,1,781,3,Female,Sales Executive,4,Single,6180,1,No,6,2,6,1
45,No,Travel_Rarely,Sales,2,Technical Degree,1,783,2,Male,Sales Representative,3,Single,6632,0,No,9,3,8,3
23,No,Travel_Rarely,Research & Development,10,Medical,1,784,1,Male,Research Scientist,3,Single,3505,1,No,2,3,2,0
47,Yes,Travel_Frequently,Sales,27,Life Sciences,1,785,2,Female,Sales Executive,3,Single,6397,4,Yes,8,3,5,1
34,No,Travel_Rarely,Sales,2,Other,1,786,4,Male,Sales Executive,4,Single,6274,1,No,6,3,6,1
55,Yes,Travel_Rarely,Research & Development,2,Medical,1,787,4,Male,Manager,1,Married,19859,5,Yes,24,3,5,1
36,No,Non-Travel,Sales,8,Life Sciences,1,789,1,Male,Sales Executive,1,Single,7587,1,No,10,3,10,0
52,No,Non-Travel,Research & Development,19,Medical,1,791,4,Male,Research Scientist,4,Married,4258,0,No,5,3,4,1
26,No,Travel_Frequently,Research & Development,1,Life Sciences,1,792,1,Female,Laboratory Technician,4,Divorced,4364,3,No,5,3,2,2
29,No,Travel_Rarely,Research & Development,27,Medical,1,793,2,Female,Healthcare Representative,3,Married,4335,4,No,11,2,8,1
26,Yes,Travel_Rarely,Sales,8,Technical Degree,1,796,4,Male,Sales Executive,1,Single,5326,6,No,6,2,4,1
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,797,2,Female,Research Scientist,4,Single,3280,2,No,10,3,4,1
54,No,Travel_Rarely,Research & Development,19,Medical,1,799,4,Female,Manufacturing Director,1,Divorced,5485,9,Yes,9,3,5,1
27,No,Travel_Frequently,Sales,8,Marketing,1,800,3,Male,Sales Executive,4,Married,4342,0,No,5,3,4,1
37,No,Travel_Rarely,Research & Development,10,Life Sciences,1,802,4,Female,Research Scientist,1,Divorced,2782,0,Yes,6,2,5,4
38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,803,1,Female,Manufacturing Director,1,Single,5980,6,Yes,17,3,15,4
34,No,Travel_Rarely,Research & Development,2,Medical,1,804,3,Female,Research Scientist,1,Single,4381,1,No,6,3,6,1
35,No,Travel_Rarely,Sales,8,Life Sciences,1,805,1,Female,Sales Representative,4,Married,2572,1,No,3,2,3,0
30,No,Travel_Rarely,Research & Development,1,Life Sciences,1,806,4,Male,Laboratory Technician,3,Married,3833,3,No,7,3,2,0
40,No,Travel_Frequently,Research & Development,2,Medical,1,807,3,Female,Healthcare Representative,2,Married,4244,1,No,8,3,8,3
34,No,Travel_Rarely,Sales,8,Life Sciences,1,808,3,Female,Sales Executive,1,Married,6500,5,No,6,3,3,1
42,No,Travel_Frequently,Research & Development,8,Life Sciences,1,809,2,Male,Manager,4,Divorced,18430,1,No,24,2,24,14
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,1,811,3,Male,Laboratory Technician,1,Married,1601,1,Yes,1,3,0,0
24,No,Non-Travel,Research & Development,9,Life Sciences,1,812,3,Male,Laboratory Technician,2,Divorced,2694,1,No,1,3,1,0
52,No,Travel_Rarely,Research & Development,11,Life Sciences,1,813,4,Female,Laboratory Technician,3,Married,3149,8,No,9,3,5,1
50,No,Travel_Rarely,Research & Development,2,Medical,1,815,3,Male,Research Director,3,Married,17639,5,No,30,3,4,0
29,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,816,2,Female,Laboratory Technician,1,Married,2319,1,Yes,1,3,1,0
33,No,Travel_Rarely,Research & Development,7,Medical,1,817,3,Male,Research Director,3,Married,11691,0,No,14,4,13,3
33,Yes,Travel_Rarely,Sales,16,Marketing,1,819,1,Female,Sales Executive,1,Single,5324,5,No,6,3,3,0
47,No,Travel_Rarely,Research & Development,2,Other,1,820,3,Female,Manager,4,Married,16752,1,Yes,26,2,26,3
36,No,Travel_Rarely,Research & Development,1,Other,1,823,3,Female,Manufacturing Director,2,Married,5228,0,No,10,3,9,0
29,No,Travel_Rarely,Research & Development,23,Life Sciences,1,824,3,Male,Research Scientist,3,Married,2700,1,No,10,3,10,0
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,825,4,Male,Research Director,2,Single,19246,7,Yes,40,3,31,13
35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,826,4,Female,Research Scientist,3,Single,2506,3,No,7,3,2,2
42,No,Travel_Rarely,Research & Development,1,Life Sciences,1,827,4,Female,Manufacturing Director,4,Married,6062,9,Yes,8,3,4,0
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,828,3,Male,Research Scientist,3,Single,4382,6,No,5,2,2,2
36,No,Travel_Rarely,Human Resources,13,Human Resources,1,829,3,Male,Human Resources,2,Married,2143,4,No,8,3,5,0
32,No,Travel_Rarely,Research & Development,4,Life Sciences,1,830,3,Female,Manufacturing Director,3,Married,6162,1,No,14,3,14,6
40,No,Travel_Frequently,Research & Development,16,Medical,1,832,1,Male,Laboratory Technician,3,Single,5094,6,No,10,3,1,0
30,No,Travel_Rarely,Research & Development,2,Medical,1,833,3,Female,Manufacturing Director,4,Single,6877,5,Yes,12,2,0,0
45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,834,2,Female,Research Scientist,3,Single,2274,1,No,1,3,1,0
42,No,Travel_Rarely,Research & Development,29,Life Sciences,1,836,2,Male,Manufacturing Director,2,Married,4434,1,No,10,2,9,7
38,No,Travel_Frequently,Research & Development,12,Life Sciences,1,837,1,Male,Healthcare Representative,1,Divorced,6288,2,No,13,2,4,1
34,No,Travel_Frequently,Research & Development,16,Life Sciences,1,838,3,Female,Research Scientist,4,Single,2553,1,No,6,3,5,1
49,Yes,Travel_Rarely,Sales,11,Marketing,1,840,3,Female,Sales Executive,4,Married,7654,1,No,9,4,9,7
55,Yes,Travel_Rarely,Sales,2,Medical,1,842,3,Male,Sales Executive,4,Single,5160,4,No,12,2,9,7
43,No,Travel_Rarely,Research & Development,14,Life Sciences,1,843,2,Male,Research Director,1,Married,17159,6,No,22,3,4,1
27,No,Travel_Rarely,Research & Development,5,Technical Degree,1,844,3,Male,Research Director,4,Divorced,12808,1,Yes,9,3,9,0
35,No,Travel_Rarely,Research & Development,7,Other,1,845,3,Male,Manufacturing Director,3,Single,10221,3,No,17,4,8,1
28,No,Travel_Rarely,Sales,2,Marketing,1,846,2,Female,Sales Executive,2,Married,4779,1,Yes,8,3,8,7
34,No,Travel_Rarely,Human Resources,3,Human Resources,1,847,3,Male,Human Resources,4,Married,3737,0,No,4,1,3,0
26,Yes,Travel_Frequently,Research & Development,5,Medical,1,848,3,Female,Research Scientist,3,Married,2366,1,Yes,8,3,8,1
27,No,Non-Travel,Research & Development,3,Medical,1,850,4,Male,Research Scientist,4,Married,1706,1,No,0,2,0,0
51,No,Travel_Rarely,Sales,26,Marketing,1,851,1,Female,Manager,3,Married,16307,2,No,29,2,20,4
44,No,Travel_Rarely,Research & Development,4,Medical,1,852,4,Male,Healthcare Representative,2,Single,5933,9,No,10,2,5,2
25,No,Travel_Rarely,Research & Development,2,Medical,1,854,1,Male,Research Scientist,1,Single,3424,7,No,6,2,4,0
33,No,Travel_Rarely,Sales,1,Medical,1,855,1,Male,Sales Executive,1,Divorced,4037,1,No,9,3,9,0
35,No,Travel_Rarely,Research & Development,27,Medical,1,856,3,Female,Research Scientist,1,Single,2559,1,No,6,2,6,1
36,No,Travel_Rarely,Sales,1,Life Sciences,1,857,2,Male,Sales Executive,4,Married,6201,1,Yes,18,2,18,4
32,No,Travel_Rarely,Sales,13,Life Sciences,1,859,2,Male,Sales Executive,4,Divorced,4403,2,No,8,2,5,0
30,No,Travel_Frequently,Research & Development,5,Life Sciences,1,861,2,Male,Research Scientist,4,Divorced,3761,9,No,10,2,5,0
53,No,Travel_Rarely,Sales,7,Marketing,1,862,1,Female,Sales Executive,4,Married,10934,7,Yes,35,3,5,0
45,No,Travel_Rarely,Sales,9,Marketing,1,864,4,Male,Sales Executive,1,Divorced,10761,4,Yes,18,3,5,0
32,No,Travel_Rarely,Research & Development,8,Medical,1,865,3,Female,Research Scientist,3,Married,5175,5,No,9,2,5,1
52,No,Travel_Frequently,Research & Development,25,Medical,1,867,3,Female,Manufacturing Director,4,Married,13826,3,No,31,3,9,0
37,No,Travel_Rarely,Sales,16,Marketing,1,868,4,Male,Sales Executive,3,Divorced,6334,4,No,9,3,1,0
28,No,Travel_Rarely,Human Resources,8,Medical,1,869,2,Male,Human Resources,4,Divorced,4936,1,No,6,3,5,0
22,No,Travel_Rarely,Research & Development,1,Life Sciences,1,872,4,Male,Manufacturing Director,4,Married,4775,6,No,4,1,2,2
44,No,Travel_Rarely,Research & Development,8,Life Sciences,1,874,1,Male,Laboratory Technician,4,Married,2818,2,Yes,10,2,3,0
42,No,Travel_Frequently,Research & Development,2,Medical,1,875,2,Male,Research Scientist,4,Single,2515,5,Yes,8,3,2,2
36,No,Travel_Rarely,Human Resources,8,Life Sciences,1,878,1,Male,Human Resources,1,Married,2342,0,No,6,3,5,0
25,No,Travel_Rarely,Sales,3,Other,1,879,3,Male,Sales Executive,1,Married,4194,1,Yes,5,3,5,0
35,No,Travel_Rarely,Research & Development,9,Life Sciences,1,880,4,Female,Manufacturing Director,3,Married,10685,1,Yes,17,3,17,5
35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,1,881,4,Female,Research Scientist,2,Divorced,2022,1,Yes,10,2,10,7
32,No,Non-Travel,Research & Development,1,Life Sciences,1,882,4,Male,Laboratory Technician,4,Divorced,2314,0,No,4,3,3,0
25,No,Travel_Rarely,Sales,4,Marketing,1,885,3,Male,Sales Executive,1,Married,4256,1,No,5,4,5,0
49,No,Travel_Rarely,Research & Development,1,Technical Degree,1,887,3,Female,Research Scientist,1,Married,3580,2,No,7,3,4,0
24,No,Non-Travel,Research & Development,4,Life Sciences,1,888,1,Male,Laboratory Technician,4,Married,3162,0,No,6,2,5,3
32,No,Travel_Frequently,Sales,5,Life Sciences,1,889,2,Male,Sales Executive,2,Married,6524,1,No,10,3,10,5
38,No,Travel_Rarely,Sales,9,Marketing,1,893,2,Male,Sales Representative,2,Married,2899,0,No,3,3,2,1
42,No,Travel_Rarely,Research & Development,3,Life Sciences,1,894,3,Female,Laboratory Technician,4,Married,5231,2,Yes,17,2,5,1
31,No,Travel_Rarely,Research & Development,11,Life Sciences,1,895,4,Male,Research Scientist,4,Married,2356,3,Yes,8,3,6,0
29,Yes,Travel_Rarely,Sales,1,Medical,1,896,2,Female,Sales Representative,3,Divorced,2800,6,Yes,5,3,3,0
53,No,Travel_Rarely,Sales,8,Marketing,1,897,1,Male,Sales Executive,4,Married,11836,5,No,28,3,2,2
35,No,Travel_Rarely,Research & Development,25,Technical Degree,1,899,4,Male,Manufacturing Director,2,Married,10903,3,No,16,3,13,4
37,No,Travel_Frequently,Sales,21,Medical,1,900,3,Female,Sales Representative,4,Married,2973,5,No,10,3,5,0
53,No,Travel_Rarely,Research & Development,23,Life Sciences,1,901,4,Female,Research Director,4,Single,14275,6,No,33,3,12,3
